Series Name,Series Code,Country,Country Code,1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,"Macedonia, FYR",MKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.04,..,1,..,0.31,0.24,0.32,0.38,0.56,..,0.36,..,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.35,..,..,..,28.12,..,27.71,..,34.36,..,..,..,31.7,..,..,..,..,40.32,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.92,..,..,..,..,..,..,31.68,..,..,..,..,..,33.29,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Malaysia,MYS,..,..,..,..,..,..,..,..,..,..,0.58,..,..,0.31,..,0.25,..,..,0.1,..,..,0.21,..,0.03,..,..,..,..,..,..,1.03,..,..,0,..,0.04,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.21,..,..,..,..,..,0.25,..,..,..,..,1.07,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Mali,MLI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.88,..,..,..,..,..,..,22.91,..,..,..,..,17.46,..,..,15.19,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..,..,17.35,..,..,..,..,..,13.66,..,6.13,..,..,..,..,5.25,..,..,..,3.59,..,..,..,2.92,..,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.07,..,..,..,..,..,0.11,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Mexico,MEX,..,..,..,..,..,..,..,..,..,..,9.65,..,..,..,..,3.78,..,..,2.88,..,2.3,..,4.33,..,4.74,..,3.46,..,2.5,..,2.24,3.31,0.8,..,0.87,..,0.96,..,0.67,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.48,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Middle East & North Africa (developing only),MNA,..,..,..,..,..,..,..,..,..,..,1.58,..,..,1.62,..,..,1.15,..,..,1.39,..,..,1.2,..,..,0.81,..,..,..,..,..,0.64,..,..,0.53,..,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Middle income,MIC,..,..,..,..,..,..,..,24.33,..,..,19.18,..,..,16.07,..,..,15.56,..,..,13.71,..,..,10.55,..,..,10.35,..,..,8.94,..,..,6.2,..,..,5.28,..,4.36,3.6,3.15,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,3.28,..,..,..,..,4.73,9.05,12.68,11.08,8.05,3.88,1.47,1.88,3.32,0.59,0.27,0.25,0.15,0.11,0.04,0.04,0.01,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.04,..,..,8.05,..,..,..,2.42,..,..,..,..,0.23,..,..,0.1,0.06,0.06,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.07,0,0.03,0.04,0,0,0.08,0.52,0.38,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Morocco,MAR,..,..,..,..,..,..,..,..,..,..,2.31,..,..,..,..,..,0.4,..,..,..,..,..,..,..,1.29,..,1.28,..,..,..,..,..,..,0.61,..,..,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.28,..,..,..,..,..,41.53,..,..,..,..,..,31.41,..,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.77,..,..,..,..,..,..,..,..,..,10.17,..,..,..,..,..,6.65,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Nepal,NPL,..,..,..,..,..,..,..,..,..,..,28.36,..,..,..,..,..,..,..,..,..,..,21.16,..,..,..,..,..,..,..,14.78,..,..,..,..,..,..,3.04,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Netherlands,NLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Nicaragua,NIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.95,..,..,..,..,4.39,..,..,4.9,..,..,..,3.61,..,..,..,3.62,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.12,..,43.13,..,..,..,..,..,..,..,..,..,..,35.5,..,28.75,..,..,..,13.91,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..,..,17.39,..,..,..,..,..,..,27.37,..,..,..,31.07,..,..,..,..,..,..,21.92,..,..,..,..,..,21.76,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Norway,NOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Pakistan,PAK,..,..,..,..,..,..,..,..,..,..,..,..,..,20.63,..,..,19.97,..,..,..,..,..,2.58,..,4.76,..,..,5.73,..,..,3.44,2.73,..,2.13,..,..,1.18,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Panama,PAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.31,..,13.97,..,..,..,11.04,..,9.22,9.93,8.47,9.36,8.79,4.9,4.86,4.29,4.04,4.69,2.82,1.53,0.94,1.32,1.29,1.44,0.8,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.11,..,..,..,..,..,..,..,..,..,..,..,..,15.92,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Paraguay,PRY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.3,..,..,..,..,5.25,..,4.53,..,4.07,..,3.62,5.31,3.18,2.12,2.55,3.31,2.9,1.62,2.21,2.1,1.93,1.15,0.87,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Peru,PER,..,..,..,..,..,..,..,..,..,..,..,99.9,..,..,..,..,..,..,..,..,4.11,..,..,7.01,6.79,7.11,6.05,6.7,5.65,4,3.91,4.62,4.09,3.22,2.38,1.82,1.3,1.14,1.13,0.94,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Philippines,PHL,..,..,..,..,..,..,..,..,..,..,..,9.32,..,..,6.91,..,..,7.2,..,..,0.46,..,..,4.08,..,..,4.44,..,..,4.04,..,..,3.67,..,..,2.43,..,..,2.74,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,0.13,..,0.09,..,0.08,..,..,0.01,..,..,..,0.49,..,0,0.01,0.02,0.02,0.01,0,0.02,0.48,0,0.01,0,0,0,0,0,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Portugal,PRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Romania,ROM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.29,..,..,0.3,..,2.45,..,..,..,0.01,1.32,1.55,1.1,1.21,0.75,0.28,0.27,2.6,2.15,0,0,0,0,0,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.31,..,..,..,..,0.24,..,..,0.61,0.27,0.4,0.82,0.51,0.25,0.14,0.21,0.22,0.15,0.12,0.05,0.02,0.01,0.03,0.01,0.01,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,19.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.93,..,..,..,..,31.14,..,..,..,..,23.7,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.11,..,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.66,..,..,..,..,..,..,..,..,..,9.12,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Senegal,SEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.11,..,..,21,..,..,..,..,..,..,16.1,..,..,..,12.44,..,..,..,..,..,12.79,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.2,0.13,0.19,0.27,0.1,0.07,0.03,0.02,0.01,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.11,..,..,..,..,..,..,0.05,..,..,..,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.81,..,..,..,..,..,..,..,..,..,..,..,..,..,21.76,..,..,..,..,..,..,..,16.7,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,0,..,..,..,0.07,..,..,..,..,..,..,..,0.02,0.01,0,0,0,0,0.2,0.21,0.12,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,..,0.02,..,..,..,..,..,0.04,..,..,..,..,0.02,..,..,..,0,0,0,0.05,1.53,0.21,0.03,0.48,0.05,0,0,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.38,..,..,..,..,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,South Africa,ZAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11,..,13.84,..,..,..,..,13.28,..,..,..,..,..,7.23,..,4.16,..,..,4.9,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,South Asia,SAS,..,..,..,..,..,..,..,18.98,..,..,17.3,..,..,16.29,..,..,14.76,..,..,13.31,..,..,11.39,..,..,..,..,..,10.35,..,..,8.28,..,..,7.38,..,5.99,4.61,3.73,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Spain,ESP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Sri Lanka,LKA,..,..,..,..,..,..,..,..,..,..,..,2.55,..,..,..,..,1.49,..,..,..,..,1.6,..,..,..,..,..,..,1.41,..,..,..,0.55,..,..,0.41,..,..,0.26,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.24,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Sub-Saharan Africa (developing only),SSA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.94,..,..,27.98,..,..,26.99,..,..,26.37,..,..,25.72,..,..,21.22,..,..,19.28,..,18.35,17.34,16.47,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.98,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.52,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Swaziland,SWZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.04,..,..,..,..,..,17.49,..,..,..,..,..,..,..,..,16.64,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Sweden,SWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.49,..,..,..,8.19,3.57,..,..,3.79,..,0.9,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Tanzania,TZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.95,..,..,..,..,..,..,..,..,44.54,..,..,..,..,..,..,18.95,..,..,..,14.35,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Thailand,THA,..,..,..,..,..,..,..,5.01,..,..,..,..,..,..,2.55,..,1.78,..,1.13,..,0.52,..,0.34,..,0.23,0.36,0.41,..,0.22,..,0.12,..,0.11,0.05,0.02,0.03,0.01,0.01,0.01,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Timor-Leste,TMP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.49,..,..,..,..,..,12.09,..,..,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Togo,TGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.05,..,..,..,..,23.21,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.02,..,..,..,0.86,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Tunisia,TUN,..,..,..,..,..,..,..,..,..,..,..,3.47,..,..,..,..,2.44,..,..,..,..,2.54,..,..,..,..,1.02,..,..,..,..,0.65,..,..,..,..,0.4,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Turkey,TUR,..,..,..,..,..,..,..,..,..,..,..,..,..,0.38,..,..,..,..,..,..,0.57,..,..,..,..,..,..,..,0.22,0.75,0.3,0.34,0.32,0.17,0.03,0.07,0.1,0.01,0.01,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.99,..,..,..,..,39.45,..,..,..,..,14.54,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Uganda,UGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.13,..,..,28.61,..,..,..,22.56,..,..,19.19,..,..,24.47,..,..,19.4,..,..,..,13.16,..,..,10.13,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Ukraine,UKR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.14,..,..,..,0.17,..,..,1.43,1.47,..,..,1.65,..,..,0.31,0.13,0.08,0.04,0.01,0.01,0,0.01,0,0,0,0,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Upper middle income,UMC,..,..,..,..,..,..,..,30.62,..,..,21.89,..,..,16.22,..,..,17.19,..,..,14.48,..,..,9.63,..,..,9.64,..,..,7.62,..,..,4.05,..,..,2.98,..,2.22,1.66,1.39,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Uruguay,URY,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,0.2,..,..,0.15,..,..,0.2,0.26,0.23,0.26,..,0.17,0.18,0.21,0.3,0.34,0.33,0.22,0.12,0.06,0.08,0.08,0.1,0.11,0.11,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,20.06,..,27.07,..,22.38,25.32,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.73,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,"Venezuela, RB",VEN,..,..,..,..,..,..,..,0.06,..,..,..,..,..,0.02,..,5.55,..,..,2.79,..,..,4.29,..,..,7.31,5.32,..,5.45,9.44,12.13,11.12,12.45,6.8,..,..,..,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Vietnam,VNM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.95,..,..,..,..,..,8.59,..,..,..,10.37,..,7.02,..,5.52,..,4.06,..,0.99,..,0.58,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,West Bank and Gaza,WBG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.22,0.1,0.07,0.41,..,0.07,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,World,WLD,..,..,..,..,..,..,..,19.01,..,..,15.47,..,..,13.3,..,..,13.09,..,..,12.04,..,..,9.72,..,..,9.59,..,..,8.54,..,..,6.54,..,..,5.52,..,4.76,4.13,3.72,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Zambia,ZMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.73,..,27.69,..,..,15.86,..,16.76,..,..,..,17.45,..,27.26,..,30.1,..,..,..,31.59,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: Poverty and Equity Database,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 12/22/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
